page,title,date,total,available,type,pay,percent,dates,days
217471,"부동산경매, 소액으로 1인 사업가되는 비법",2020.6.28 (일) 14:00 ~ 16:00,12.0,12.0,세미나/컨퍼런스,유료,0.0,2020-06-28,(일)
217477,(서울) 카이스트 응용수학 박사의 딥러닝 첫걸음,2020.7.8 (수) 13:00 ~ 2020.7.9 (목) 17:00,25.0,25.0,교육,유료,0.0,2020-07-08,(수)
217478,3D펜 메이킹 -꽃다발 만들기 원데이클래스,2020.6.22 (월) 10:00 ~ 18:00,6.0,0.0,취미활동,유료,1.0,2020-06-22,(월)
217479,(대전) 카이스트 응용수학 박사의 딥러닝 첫걸음,2020.7.15 (수) 13:00 ~ 2020.7.16 (목) 17:00,25.0,25.0,교육,유료,0.0,2020-07-15,(수)
217481,3D펜 메이킹 -꽃다발 만들기 원데이클래스,2020.6.23 (화) 10:00 ~ 18:00,6.0,0.0,취미활동,유료,1.0,2020-06-23,(화)
217482,[전액무료 교육] 융합보안 암호인증 시스템 개발자 과정,2020.6.27 (토) 11:30 ~ 2020.8.23 (일) 19:30,15.0,15.0,교육,무료,0.0,2020-06-27,(토)
217483,3D펜 메이킹 -꽃다발 만들기 원데이클래스,2020.6.24 (수) 10:00 ~ 18:00,6.0,0.0,취미활동,유료,1.0,2020-06-24,(수)
217484,[LFS458] Kubernetes Administrator 교육,2020.7.28 (화) 09:30 ~ 2020.7.31 (금) 17:30,10.0,10.0,교육,유료,0.0,2020-07-28,(화)
217485,3D펜 메이킹 -꽃다발 만들기 원데이클래스,2020.6.25 (목) 10:00 ~ 18:00,6.0,0.0,취미활동,유료,1.0,2020-06-25,(목)
217486,3D펜 메이킹 -꽃다발 만들기 원데이클래스,2020.6.26 (금) 10:00 ~ 18:00,6.0,6.0,취미활동,유료,0.0,2020-06-26,(금)
217487,(온라인)나를 만나는 1시간의 사주 테라피(6/22),2020.6.22 (월) 10:00 ~ 22:00,3.0,0.0,기타,유료,1.0,2020-06-22,(월)
217488,전자책 EPUB 파일! 초보자도 쉽게 만들고 출판할 수 있다!,2020.6.23 (화) 14:00 ~ 17:00,4.0,0.0,교육,유료,1.0,2020-06-23,(화)
217489,1시간의 연애타로 테라피로 알아보는 연애/부부관계 통찰(6/25),2020.6.25 (목) 10:00 ~ 22:00,3.0,0.0,기타,유료,1.0,2020-06-25,(목)
217492,[크리에이터편] 청소년문화예술프로젝트:드림콜라보레이션 참가자 모집,2020.6.24 (수) 13:30 ~ 14:00,15.0,0.0,기타,무료,1.0,2020-06-24,(수)
217493,[힙합편] 청소년문화예술프로젝트 드림콜라보레이션 힙합편 참가자 모집,2020.6.24 (수) 13:30 ~ 14:00,15.0,0.0,기타,무료,1.0,2020-06-24,(수)
217499,"[서평이벤트] ""컨셉추얼 씽킹""",7월 12일(일) 까지,10.0,10.0,이벤트/파티,무료,0.0,,(일)
217500,"[서평이벤트] ""고객이 달라졌다""",7월 12일(일) 까지,10.0,10.0,이벤트/파티,무료,0.0,,(일)
217502,7월2일 책쓰기 특강,2020.7.2 (목) 19:00 ~ 21:00,15.0,15.0,소모임/친목행사,유료,0.0,2020-07-02,(목)
217503,축구로봇 조립&코딩 원데이클래스,2020.6.20 (토) 10:00 ~ 15:00,8.0,0.0,기타,유료,1.0,2020-06-20,(토)
217504,축구로봇 조립&코딩 원데이클래스,2020.6.21 (일) 10:00 ~ 18:00,8.0,0.0,기타,유료,1.0,2020-06-21,(일)
217505,잠재의식에 명령하는 3단계 실천 방법,2020.6.18 (목) 14:00 ~ 15:30,4.0,0.0,교육,유료,1.0,2020-06-18,(목)
217506,[놀라운 강의] 황금율의 진정한 의미,2020.6.26 (금) 09:00 ~ 11:00,10.0,5.0,강연,유료,0.5,2020-06-26,(금)
217510,3D프린터 원데이 클래스,2020.6.30 (화) 10:00 ~ 18:00,4.0,4.0,취미활동,유료,0.0,2020-06-30,(화)
217511,3D프린터 원데이 클래스,2020.7.1 (수) 10:00 ~ 18:00,4.0,4.0,취미활동,유료,0.0,2020-07-01,(수)
217516,3D프린터 원데이 클래스,2020.7.2 (목) 10:00 ~ 18:00,4.0,4.0,취미활동,유료,0.0,2020-07-02,(목)
217517,3D프린터 원데이 클래스,2020.7.3 (금) 10:00 ~ 18:00,4.0,4.0,취미활동,유료,0.0,2020-07-03,(금)
217520,"4차산업 혁명시대, 생존을 위한 사회 네트워크 [변화하는세상 바로알기 공부방]",2020.6.17 (수) 15:30 ~ 2020.8.25 (화) 21:00,10.0,0.0,소모임/친목행사,무료,1.0,2020-06-17,(수)
217521,내 앞날을 밝혀주는 진로상담,2020.6.28 (일) 17:00 ~ 2020.7.31 (금) 16:00,10.0,10.0,교육,유료,0.0,2020-06-28,(일)
217522,미술 힐링 함께해요! 2시간 취미가 예술이 되는 시간.,2020.6.17 (수) 15:30 ~ 16:00,10.0,0.0,취미활동,유료,1.0,2020-06-17,(수)
217523,동작구/심온사회적협동조합/다원평생교육원/생애경력설계퍼실리테이터/자격증/진로설계/진로목표/재능기부,2020.7.7 (화) 10:00 ~ 2020.7.17 (금) 12:00,14.0,8.0,교육,무료,0.4285714,2020-07-07,(화)
217524,상명대학교 SM직무멘토링 <패션디자인>,2020.7.4 (토) 10:00 ~ 17:00,18.0,0.0,기타,무료,1.0,2020-07-04,(토)
217525,상명대학교 SM직무멘토링 <아티스트 제작팀>,2020.7.4 (토) 10:00 ~ 17:00,18.0,0.0,기타,무료,1.0,2020-07-04,(토)
217526,동작구/심온사회적협동조합/다원평생교육원/NCS구직기술클리닉/재능기부/이력서/자기소개서/면접,2020.7.20 (월) 10:00 ~ 2020.7.31 (금) 12:00,14.0,8.0,기타,무료,0.4285714,2020-07-20,(월)
217527,콘텐츠 투자 패스트트랙: 투자 유치 역량 강화 세미나,2020.6.25 (목) 14:00 ~ 17:30,35.0,0.0,세미나/컨퍼런스,무료,1.0,2020-06-25,(목)
217528,유튜브크리에이터 전문과정,2020.6.30 (화) 19:30 ~ 2020.8.11 (화) 22:30,20.0,20.0,교육,유료,0.0,2020-06-30,(화)
217529,구글 애널리틱스(GA) 데이터분석 마케팅 실무과정,2020.7.2 (목) 19:30 ~ 2020.8.6 (목) 22:30,20.0,20.0,교육,유료,0.0,2020-07-02,(목)
217530,"이모티콘 디자인부터 카카오,라인 제안서 쓰기",2020.7.18 (토) 10:00 ~ 2020.9.19 (토) 17:30,20.0,20.0,교육,유료,0.0,2020-07-18,(토)
217534,상명대학교 SM직무멘토링 <패션 영업관리>,2020.7.4 (토) 10:00 ~ 17:00,18.0,0.0,기타,무료,1.0,2020-07-04,(토)
217535,불확실한 미래.... 20대만을 위한 성공세미나,2020.6.21 (일) 15:00 ~ 17:00,8.0,0.0,세미나/컨퍼런스,유료,1.0,2020-06-21,(일)
217536,상명대학교 SM직무멘토링 <식음료(주류) 영업>,2020.7.4 (토) 10:00 ~ 17:00,18.0,3.0,기타,무료,0.8333333,2020-07-04,(토)
217539,상명대학교 SM직무멘토링 <공기업 일반행정>,2020.7.4 (토) 10:00 ~ 17:00,18.0,0.0,기타,무료,1.0,2020-07-04,(토)
217541,상명대학교 SM직무멘토링 <디지털 PD>,2020.7.4 (토) 10:00 ~ 17:00,18.0,0.0,기타,무료,1.0,2020-07-04,(토)
217542,퇴근 후~자기개발 하면서 & 좋은인연 만들어봐요^^ feat.뒤풀이모임,2020.6.16 (화) 19:30 ~ 21:00,2.0,0.0,소모임/친목행사,무료,1.0,2020-06-16,(화)
217543,퇴근 후~자기개발 하면서 & 좋은인연 만들어봐요^^ feat.뒤풀이모임,2020.6.17 (수) 19:30 ~ 21:00,2.0,0.0,소모임/친목행사,무료,1.0,2020-06-17,(수)
217544,퇴근 후~자기개발 하면서 & 좋은인연 만들어봐요^^ feat.뒤풀이모임,2020.6.18 (목) 19:30 ~ 21:00,2.0,0.0,소모임/친목행사,무료,1.0,2020-06-18,(목)
217546,퇴근 후~자기개발 하면서 & 좋은인연 만들어봐요^^ feat.뒤풀이모임,2020.6.19 (금) 19:30 ~ 21:00,2.0,0.0,소모임/친목행사,무료,1.0,2020-06-19,(금)
217547,그동안 미뤄왔던 영어회화~이제부터 제대로 & 재미있게 배워봐요^^ feat.뒤풀이모임,2020.6.20 (토) 16:00 ~ 17:30,2.0,0.0,소모임/친목행사,무료,1.0,2020-06-20,(토)
217548,그동안 미뤄왔던 영어회화~이제부터 제대로 & 재미있게 배워봐요^^ feat.뒤풀이모임,2020.6.20 (토) 18:00 ~ 19:30,2.0,0.0,소모임/친목행사,무료,1.0,2020-06-20,(토)
217549,그동안 미뤄왔던 영어회화~이제부터 제대로 & 재미있게 배워봐요^^ feat.뒤풀이모임,2020.6.21 (일) 18:00 ~ 19:30,2.0,0.0,소모임/친목행사,무료,1.0,2020-06-21,(일)
217550,상명대학교 SM직무멘토링 <HR>,2020.7.4 (토) 10:00 ~ 17:00,18.0,0.0,기타,무료,1.0,2020-07-04,(토)
217551,"서울시 장애친화관광코스 ""편한대로""",2020.8.1 (토) 00:00 ~ 2020.11.30 (월) 00:00,10.0,10.0,문화/예술,무료,0.0,2020-08-01,(토)
217552,상명대학교 SM직무멘토링 <S/W 개발>,2020.7.4 (토) 10:00 ~ 17:00,18.0,0.0,기타,무료,1.0,2020-07-04,(토)
217553,소액 투자로도 1년 연봉을 벌 수 있는 <실전경매 특강>,2020.7.6 (월) 19:30 ~ 21:30,20.0,17.0,기타,무료,0.14999998,2020-07-06,(월)
217554,"[1:3과외] 매주 토요일 11시, 비전공자를 위한 python 입문",2020.6.27 (토) 11:00 ~ 2020.7.24 (금) 23:30,5.0,0.0,교육,유료,1.0,2020-06-27,(토)
217555,[온라인과외] 매주 토요일 미니과제로 완성하는 네트워크,2020.6.27 (토) 15:00 ~ 2020.7.24 (금) 23:30,5.0,0.0,교육,유료,1.0,2020-06-27,(토)
217556,[무료 웨비나] 한국의 '자가격리'가 형성한 글로벌 트렌드,2020.6.18 (목) 12:00 ~ 13:00,100.0,0.0,세미나/컨퍼런스,무료,1.0,2020-06-18,(목)
217558,페이스북 광고 왜 해요?. 딱쉬운 마케팅 김민욱대표. 6월19일 금요일 오후8시~10시 .온라인 줌강의. 나는강사다,2020.6.19 (금) 20:00 ~ 22:00,10.0,0.0,교육,유료,1.0,2020-06-19,(금)
217559,전업주부의 N잡 비밀노트. 인핸잡 김민정강사. 6월18일 오전10시 모두의 캠퍼스. 나는강사다14회,2020.6.18 (목) 10:00 ~ 12:00,6.0,0.0,강연,유료,1.0,2020-06-18,(목)
217561,"[서평이벤트] ""토크 트리거""",7월 14일(화) 까지,10.0,10.0,이벤트/파티,무료,0.0,,(화)
217565,"""여름맞이"" 3040 싱글남녀 12명과♥커피미팅 (소울메이팅 6/20)",2020.6.20 (토) 15:00 ~ 17:00,24.0,0.0,이벤트/파티,유료,1.0,2020-06-20,(토)
217566,가상자산(암호화폐) 거래 투명화를 위한 특금법 시행령 토론회,2020.6.30 (화) 15:00 ~ 17:00,60.0,12.0,세미나/컨퍼런스,무료,0.8,2020-06-30,(화)
217567,정확하고 일관성 있는 세포분석을 위한 샘플 준비 방법,2020.7.31 (금) 14:00 ~ 16:00,6.0,6.0,교육,무료,0.0,2020-07-31,(금)
217568,파이널컷 프로로 완성하는 유튜브 영상편집 :-),2020.6.27 (토) 15:00 ~ 18:00,14.0,14.0,교육,유료,0.0,2020-06-27,(토)
217569,인테리어디자이너 세미나교육,2020.7.11 (토) 14:00 ~ 15:30,20.0,12.0,세미나/컨퍼런스,무료,0.39999998,2020-07-11,(토)
217570,온라인무료강의] 돈맛부자클럽 공개강의 <돈 그릇> - 부자가 되고 싶으신가요?,2020.6.20 (토) 11:00 ~ 13:00,15.0,0.0,강연,무료,1.0,2020-06-20,(토)
217571,[야간글쓰기] 4기 모집,2020.7.5 (일) 19:30 ~ 2020.7.26 (일) 20:00,9.0,9.0,소모임/친목행사,유료,0.0,2020-07-05,(일)
217573,[앵콜] 20대 월 천을 넘어 월 억에 도전하다!!,2020.6.20 (토) 14:00 ~ 16:00,4.0,0.0,강연,유료,1.0,2020-06-20,(토)
217574,아로마테라피 특강 무료(6/18/목/오후3시/강남역): 먹는 아로마 체험,2020.6.18 (목) 15:00 ~ 16:30,15.0,0.0,패션/뷰티,무료,1.0,2020-06-18,(목)
217575,(원포인트)월3000-4000만원 음식점사장님들이1200만원 올리는 현실적방법,2020.6.27 (토) 15:00 ~ 17:30,23.0,23.0,교육,유료,0.0,2020-06-27,(토)
217576,"""청춘의 통장""",2020.6.21 (일) 16:30 ~ 18:30,10.0,0.0,세미나/컨퍼런스,무료,1.0,2020-06-21,(일)
217577,(앵콜) [DB영업 전성시대] DB활용 보험영업 온라인 세미나,2020.6.23 (화) 14:00 ~ 15:30,90.0,0.0,기타,무료,1.0,2020-06-23,(화)
217578,성공하는 세계의 CEO들은 왜 매일 명상을 하는가?,2020.6.27 (토) 14:30 ~ 16:30,15.0,15.0,강연,무료,0.0,2020-06-27,(토)
217579,"(신촌)네이버 블로그, 운영/마케팅 2시간만에 끝내기(6/30, 오후반) - 원데이클래스",2020.6.30 (화) 13:00 ~ 15:00,3.0,2.0,교육,유료,0.3333333,2020-06-30,(화)
217581,"(온라인)모바일 결제 쇼핑몰 제작기법 with 워드프레스(6/20, 오전반) - 원데이클래스",2020.6.20 (토) 10:00 ~ 13:00,3.0,0.0,교육,유료,1.0,2020-06-20,(토)
217582,(온라인)나를 만나는 1시간의 사주 테라피(6/21),2020.6.21 (일) 10:00 ~ 22:00,3.0,0.0,기타,유료,1.0,2020-06-21,(일)
217583,1시간의 연애타로 테라피로 알아보는 연애/부부관계 통찰(6/24),2020.6.24 (수) 10:00 ~ 22:00,3.0,0.0,기타,유료,1.0,2020-06-24,(수)
217585,오늘 반드시 창업하기,2020.6.24 (수) 10:00 ~ 13:00,8.0,0.0,강연,유료,1.0,2020-06-24,(수)
217586,개발자 전문 커리어 상담 [취준생/현직자 누구나],2020.7.15 (수) 18:00 ~ 2020.8.26 (수) 22:00,40.0,40.0,세미나/컨퍼런스,유료,0.0,2020-07-15,(수)
217592,모르면 손해보는 '역세권 개발법',2020.6.26 (금) 15:00 ~ 16:30,5.0,5.0,세미나/컨퍼런스,유료,0.0,2020-06-26,(금)
217593,빌라 한 채 값으로 'in서울 건물주 되기' 일일특강,2020.6.22 (월) 19:30 ~ 21:30,20.0,0.0,세미나/컨퍼런스,유료,1.0,2020-06-22,(월)
217594,카페24 쇼핑몰 관리자 교육,2020.7.1 (수) 14:00 ~ 17:00,10.0,10.0,강연,유료,0.0,2020-07-01,(수)
217596,#38 '심리학자 김태형'과 함께하는 심리모임 안내,2020.6.23 (화) 19:30 ~ 21:30,5.0,0.0,소모임/친목행사,무료,1.0,2020-06-23,(화)
217597,300만 원으로 땅 투자하기 프로젝트!,2020.7.4 (토) 15:00 ~ 17:00,100.0,100.0,교육,유료,0.0,2020-07-04,(토)
217598,지구를 살리는 에코 비즈니스 인사이트,2020.7.17 (금) 14:00 ~ 2020.7.18 (토) 18:00,30.0,29.0,강연,무료,0.03333336,2020-07-17,(금)
217599,[일산] 건축인테리어 양성 교육과정,2020.7.22 (수) 10:00 ~ 2020.9.15 (화) 17:30,20.0,20.0,교육,무료,0.0,2020-07-22,(수)
217600,[대구]대명원데이클래스 운영자 모집,2020.6.25 (목) 00:30 ~ 2020.11.30 (월) 23:30,10.0,0.0,문화/예술,무료,1.0,2020-06-25,(목)
217601,Samsung Open Source Mine (ONE),2020.9.11 (금) 00:30 ~ 23:30,1000.0,994.0,기타,무료,0.0059999824,2020-09-11,(금)
217602,[온라인 라이브 강의] 스트레스 없는 시간관리의 기술 6월23일 90분,2020.6.23 (화) 19:00 ~ 20:30,15.0,0.0,기타,유료,1.0,2020-06-23,(화)
217603,LATE Registration-SYMUN 2020,2020.7.18 (토) 08:00 ~ 2020.7.19 (일) 19:30,9.0,9.0,세미나/컨퍼런스,유료,0.0,2020-07-18,(토)
217605,비지니스(리쿠르팅) 98% 성공 노하우 엑기스 세미나,2020.7.2 (목) 16:00 ~ 19:00,10.0,10.0,세미나/컨퍼런스,유료,0.0,2020-07-02,(목)
217606,우뇌개발 5분에 책 1권 읽기 속독법 공개강좌,2020.6.19 (금) 10:00 ~ 12:00,10.0,0.0,교육,무료,1.0,2020-06-19,(금)
217607,조선대학교 취업성공사관학교 2기 비대면 면접 컨설팅,2020.6.22 (월) 09:30 ~ 2020.6.24 (수) 17:30,69.0,0.0,교육,무료,1.0,2020-06-22,(월)
217612,6월 23일 (화) 키에트부 동탄독서모임 (선착순 8명),2020.6.23 (화) 20:00 ~ 22:00,10.0,0.0,소모임/친목행사,유료,1.0,2020-06-23,(화)
217621,꿈을 찾아야 하는 이유,2020.6.24 (수) 10:00 ~ 12:00,7.0,0.0,강연,유료,1.0,2020-06-24,(수)
217622,얼굴 NO! 목소리 NO! 편집 NO! 누구나 쉽게 빨리 유튜버가 되는 법,2020.6.24 (수) 14:00 ~ 16:00,5.0,0.0,강연,유료,1.0,2020-06-24,(수)
217623,2030청춘들을 위한 똑 부러지는 재테크 강연 [재능기부 강의],2020.6.24 (수) 19:30 ~ 21:00,10.0,0.0,강연,무료,1.0,2020-06-24,(수)
217626,*앵콜진행* [나다움] 무료 공개특강(1기 모집) *나 다움과 질문,2020.6.25 (목) 19:30 ~ 21:30,15.0,15.0,교육,무료,0.0,2020-06-25,(목)
217627,"*앵콜진행* [책쓰기] 정강민 작가 무료특강(5기 모집) ""책, 누구나 쓸 수 있다""",2020.6.30 (화) 19:30 ~ 21:30,15.0,15.0,교육,유료,0.0,2020-06-30,(화)
217628,"[무료] 쇼피[Shopee]를 통한 ASEAN 시장 수출성공교육(온라인, 웨비나)",2020.6.22 (월) 16:00 ~ 17:30,100.0,0.0,교육,무료,1.0,2020-06-22,(월)
217629,신촌 영어회화 스터디 2020년 6월 2기멤버 선착순 모집합니다!,2020.6.22 (월) 17:30 ~ 2020.7.21 (화) 18:00,30.0,0.0,교육,무료,1.0,2020-06-22,(월)
217630,부천 영어회화 스터디 2020년 6월 2기 멤버 선착순 모집합니다!,2020.6.22 (월) 17:30 ~ 2020.7.21 (화) 18:00,30.0,0.0,교육,무료,1.0,2020-06-22,(월)
217631,부산 서면 영어회화 스터디 2020년 6월 2기 멤버 선착순 모집합니다!,2020.6.22 (월) 17:30 ~ 2020.7.21 (화) 18:00,30.0,0.0,교육,무료,1.0,2020-06-22,(월)
217632,일산 정발산 영어회화 스터디 2020년 6월 2기 멤버 선착순 모집합니다!,2020.6.22 (월) 17:30 ~ 2020.7.21 (화) 18:00,30.0,0.0,교육,무료,1.0,2020-06-22,(월)
217633,"풍문 은퇴학교 1기 투잡, 부업을 넘어선 직업 '작가, 인플루언서' 성공하기! (7/4)",2020.7.4 (토) 10:00 ~ 12:00,20.0,19.0,교육,무료,0.050000012,2020-07-04,(토)
217635,★★ [ 사업을 하는 모든 사장님들을 위한 ] 절세미남의 세금뽀개기 <기초편> ★★,2020.7.2 (목) 20:00 ~ 22:00,30.0,30.0,세미나/컨퍼런스,유료,0.0,2020-07-02,(목)
217637,[20-30대를 위한 네트워킹 모임],2020.6.20 (토) 20:00 ~ 23:00,10.0,0.0,기타,유료,1.0,2020-06-20,(토)
217638,도전  _ 플라스틱 없는 7월 2020,2020.6.28 (일) 14:30 ~ 2020.8.1 (토) 21:00,10.0,10.0,소모임/친목행사,무료,0.0,2020-06-28,(일)
217639,"코리아스타트업포럼 『포스트 코로나 시대, 인공지능에게 길을 묻다 - 현재와 미래』",2020.6.24 (수) 09:00 ~ 11:30,150.0,0.0,세미나/컨퍼런스,무료,1.0,2020-06-24,(수)
217642,"[선착순] 세일즈 최적화 DB 만드는 방법 입니다. - 매출 상승, 매출 극대화",2020.7.31 (금) 22:00 ~ 22:30,15.0,13.0,세미나/컨퍼런스,유료,0.13333333,2020-07-31,(금)
217643,"(토) 호기심을 살리는 대학교, 큐니버시티 6월 입학 설명회",2020.6.27 (토) 19:30 ~ 21:30,12.0,11.0,교육,무료,0.08333331,2020-06-27,(토)
217644,"[줌 강의] 제91회 ""호기심을 파는 강의""",2020.6.24 (수) 14:00 ~ 16:00,13.0,0.0,세미나/컨퍼런스,유료,1.0,2020-06-24,(수)
217647,[06/24]싱글 프리랜서(1인기업) 비즈니스 주거공동체 코워킹하우스 탐방하기,2020.6.24 (수) 16:00 ~ 17:30,2.0,0.0,소모임/친목행사,무료,1.0,2020-06-24,(수)
217649,이력서 부착용 증명사진 무료촬영,2020.6.30 (화) 09:00 ~ 16:00,20.0,20.0,이벤트/파티,무료,0.0,2020-06-30,(화)
217650,청년 재부팅 특강,2020.6.26 (금) 13:00 ~ 17:00,10.0,10.0,강연,무료,0.0,2020-06-26,(금)
217651,"[6월 2차] 20-30대 직장인의 '돈 모으기'를 도와주는 ""나의 금융문맹 탈출기""",2020.6.27 (토) 11:00 ~ 13:00,10.0,7.0,교육,유료,0.3,2020-06-27,(토)
217652,함께 나누는 고민상담,2020.6.30 (화) 09:30 ~ 12:00,3.0,3.0,소모임/친목행사,무료,0.0,2020-06-30,(화)
217653,IP 미래시장을 움직이는 이슈에 관한 조용한 대담,2020.6.30 (화) 13:00 ~ 17:00,80.0,78.0,세미나/컨퍼런스,무료,0.024999976,2020-06-30,(화)
217654,"음악과 함께하는 한국단편소설 ""낭독극 (동백꽃)""",2020.6.27 (토) 17:00 ~ 18:00,5.0,4.0,문화/예술,무료,0.19999999,2020-06-27,(토)
217656,"[국비교육] 그래픽디자인&영상편집(프리미어,에펙,유튜브)",2020.7.16 (목) 09:30 ~ 14:30,20.0,20.0,교육,무료,0.0,2020-07-16,(목)
217658,인천정보보호컨퍼런스 '데이터 인프라 보호를 위한 K-CyberSecurity 방역체계 구축',2020.7.10 (금) 14:00 ~ 17:00,200.0,196.0,기타,무료,0.01999998,2020-07-10,(금)
217660,[마감임박/취업연계온라인교육]스마트금융 데이터분석가 양성과정 수강생 모집,2020.6.29 (월) 11:00 ~ 2020.10.15 (목) 11:30,10.0,0.0,교육,무료,1.0,2020-06-29,(월)
217662,[경기정보보호지원센터] 정보보호 전문 및 일반 교육,2020.7.21 (화) 08:30 ~ 2020.7.22 (수) 17:30,30.0,30.0,기타,무료,0.0,2020-07-21,(화)
217666,월간커피한잔-가맹점 사장님 연봉 2억 만들어주는 제주둘레국수 이야기,2020.6.24 (수) 15:00 ~ 16:30,6.0,0.0,세미나/컨퍼런스,유료,1.0,2020-06-24,(수)
217669,"[초대이벤트] 연극 ""2호선세입자""",총 3회차 공연입니다.,30.0,30.0,이벤트/파티,무료,0.0,,
217671,[피트] 제 11회 MES 측정평가사 자격연수,2020.7.12 (일) 10:00 ~ 18:30,40.0,8.0,교육,유료,0.8,2020-07-12,(일)
217672,1시간의 연애타로 테라피로 알아보는 연애/부부관계 통찰(6/23),2020.6.23 (화) 10:00 ~ 22:00,3.0,0.0,기타,유료,1.0,2020-06-23,(화)
217674,[06/26]싱글 프리랜서(1인기업) 비즈니스 주거공동체 코워킹하우스 탐방하기,2020.6.26 (금) 16:00 ~ 17:30,2.0,0.0,소모임/친목행사,무료,1.0,2020-06-26,(금)
217675,[통계청 통계교육원] 2020년 통계세미나 '평균을 넘어서서',2020.6.25 (목) 14:00 ~ 16:00,60.0,0.0,세미나/컨퍼런스,무료,1.0,2020-06-25,(목)
217677,[강남 2030 직장인 독서 모임]여성분 모집^^,2020.6.19 (금) 19:30 ~ 21:30,5.0,0.0,기타,무료,1.0,2020-06-19,(금)
217678,성공적인 인스타그램 마케팅-팔로워와 매출늘리기 실전 실습반,2020.7.15 (수) 13:00 ~ 17:00,5.0,5.0,교육,유료,0.0,2020-07-15,(수)
217679,과학기술 활용 온라인 코딩 교육,2020.7.14 (화) 13:00 ~ 2020.8.12 (수) 13:00,20.0,0.0,교육,무료,1.0,2020-07-14,(화)
217683,쪼물락 코딩블록 온라인 체험 행사,2020.7.23 (목) 15:00 ~ 16:30,10.0,10.0,기타,무료,0.0,2020-07-23,(목)
217684,쪼물락 코딩블록 온라인 체험 행사,2020.7.30 (목) 15:00 ~ 16:30,10.0,10.0,기타,무료,0.0,2020-07-30,(목)
217689,나는 ’하루만에 책쓰기‘ 작가로 자유를 찾았다,2020.6.24 (수) 16:00 ~ 18:00,6.0,0.0,강연,유료,1.0,2020-06-24,(수)
217690,하고 싶은 일만 하며 사는 법,2020.6.25 (목) 14:00 ~ 16:00,7.0,6.0,강연,유료,0.14285713,2020-06-25,(목)
217691,"1초의 법칙, 확신의 기적",2020.6.25 (목) 16:00 ~ 18:00,6.0,5.0,강연,유료,0.16666669,2020-06-25,(목)
217693,[TTA아카데미] 제1차 SW 개발‧테스트 중심 DevOps 환경구축 및 활용 교육,2020.7.9 (목) 09:30 ~ 2020.7.10 (금) 17:30,25.0,25.0,교육,유료,0.0,2020-07-09,(목)
217695,주식투자자를 위한 온라인공개 세미나] 오늘도 수익! 내일도 수익! 돈맛 파이낸셜 아카데미!,2020.6.21 (일) 20:00 ~ 22:00,15.0,0.0,세미나/컨퍼런스,무료,1.0,2020-06-21,(일)
217699,비욘드 스타트업 프로그램  세미나 : 데이터 기반 AI 스타트업의 투자와 콘텐츠 특강,2020.6.25 (목) 19:00 ~ 21:00,35.0,9.0,세미나/컨퍼런스,무료,0.7428571,2020-06-25,(목)
217700,티쿤식 해외직판 설명회,2020.7.16 (목) 14:00 ~ 16:00,50.0,50.0,강연,무료,0.0,2020-07-16,(목)
217701,[06/22 월 무료강연] 책을 기획하는 사람,2020.6.22 (월) 19:30 ~ 21:00,10.0,0.0,강연,무료,1.0,2020-06-22,(월)
217702,핑거세일즈 정기 기본교육,2020.7.23 (목) 14:00 ~ 16:00,25.0,24.0,교육,무료,0.04000002,2020-07-23,(목)
217704,"[초대이벤트] 연극 ""끝까지 간다""",총 3회차 공연입니다.,30.0,30.0,이벤트/파티,무료,0.0,,
217705,자본금 없이도 전략적으로 사업을 진행할 수 있는 방법은?(feat. 중고왕 파트너 사업 설명회),2020.6.25 (목) 19:00 ~ 21:00,20.0,0.0,강연,무료,1.0,2020-06-25,(목)
217707,"[초대이벤트] 가족극 ""북(book)극곰예술여행""",총 4회차 공연입니다.,40.0,40.0,이벤트/파티,무료,0.0,,
217710,[외부신청][서울디지털재단] 디자인씽킹기반 데이터 분석과정,2020.7.2 (목) 00:00 ~ 2020.7.9 (목) 23:30,50.0,5.0,교육,무료,0.9,2020-07-02,(목)
217711,[외부접수][서울디지털재단] 관리자를 위한 데이터 분석 실무,2020.7.2 (목) 00:00 ~ 2020.7.9 (목) 23:30,30.0,15.0,교육,무료,0.5,2020-07-02,(목)
217714,대한민국 동행세일 <목포 건맥 여름축제>,2020.7.11 (토) 14:00 ~ 23:00,1000.0,977.0,문화/예술,유료,0.023000002,2020-07-11,(토)
217715,여행의신,2020.6.19 (금) 14:30 ~ 15:00,30.0,0.0,여행,무료,1.0,2020-06-19,(금)
217716,인천공항 3K 스타트업 육성사업 기업 모집 공고,2020.6.30 (화) 17:30 ~ 18:00,20.0,20.0,기타,무료,0.0,2020-06-30,(화)
217717,2020 실증 상용화 지원사업,2020.6.26 (금) 15:30 ~ 16:00,5.0,5.0,기타,무료,0.0,2020-06-26,(금)
217718,여름방학 공모전 수상실적 만들기 프로젝트!!,2020.7.6 (월) 14:00 ~ 2020.8.12 (수) 17:00,20.0,20.0,교육,유료,0.0,2020-07-06,(월)
217720,[사당/이수]영어가 무서운 왕초보 성인들을 위한 성인 영어유치원,2020.6.30 (화) 15:00 ~ 2020.7.24 (금) 17:30,6.0,5.0,교육,무료,0.16666669,2020-06-30,(화)
217724,ROTC 33기 임관 25주년 행사,2020.10.24 (토) 17:00 ~ 21:00,1000.0,1000.0,소모임/친목행사,유료,0.0,2020-10-24,(토)
